feedback_id,order_id,customer_id,rating,feedback_text,feedback_category,sentiment,feedback_date,customer_name,email,phone,address,area,pincode,registration_date,customer_segment,total_orders,avg_order_value
4614205.0,2047483376.0,11493380,3.0,product was damaged during delivery.,delivery,negative,2023-10-15,jhalak peri,tbhatia@example.org,919780052209,"56/011
chanda
jammu-972081",madurai,767391,2023-04-20,regular,16,422.74
1048884.0,1334996274.0,11493380,5.0,very happy with the service!,customer service,positive,2023-07-10,jhalak peri,tbhatia@example.org,919780052209,"56/011
chanda
jammu-972081",madurai,767391,2023-04-20,regular,16,422.74
743982.0,4624281313.0,11493380,1.0,not worth the price i paid.,product quality,negative,2024-10-22,jhalak peri,tbhatia@example.org,919780052209,"56/011
chanda
jammu-972081",madurai,767391,2023-04-20,regular,16,422.74
5296738.0,2893244627.0,11493380,4.0,the product met my expectations.,customer service,neutral,2024-10-10,jhalak peri,tbhatia@example.org,919780052209,"56/011
chanda
jammu-972081",madurai,767391,2023-04-20,regular,16,422.74
2563916.0,5712516128.0,11503405,1.0,i had a bad experience.,product quality,negative,2023-07-14,damyanti dua,dipta25@example.net,918136743942,"h.no. 18, kuruvilla chowk
kamarhati 188062",amritsar,430592,2024-01-14,regular,11,1658.1
6640423.0,3690872026.0,1152215,4.0,"average experience, could improve.",app experience,neutral,2023-07-09,yachana pathak,chakradevnigam@example.org,912968749008,"067, rao street
motihari 908674",dhanbad,251590,2024-05-27,inactive,2,1637.43
377799.0,1588828749.0,11540364,3.0,taste was not as expected.,customer service,negative,2023-11-17,jonathan virk,wiyer@example.net,919470187869,"h.no. 14, bir path
ujjain 314070",firozabad,94033,2024-09-24,new,20,517.32
4174680.0,4429641190.0,11562458,3.0,"it was okay, nothing special.",customer service,neutral,2023-06-18,parth raghavan,bhargavaeshana@example.org,913656822380,"h.no. 09
choudhury nagar, motihari-939952",firozabad,227726,2023-11-16,regular,7,1409.32
9373392.0,3797679856.0,11562458,4.0,very fresh and well-packaged.,product quality,positive,2023-12-10,parth raghavan,bhargavaeshana@example.org,913656822380,"h.no. 09
choudhury nagar, motihari-939952",firozabad,227726,2023-11-16,regular,7,1409.32
5415775.0,8758992688.0,11616535,5.0,items were in perfect condition.,app experience,positive,2024-06-22,vrinda bassi,faraschandra@example.net,911828267316,"h.no. 94, saxena nagar
katihar 418163",tadepalligudem,285899,2024-08-18,premium,6,1583.56
1258811.0,7271609994.0,11616535,4.0,"average experience, could improve.",product quality,neutral,2023-04-25,vrinda bassi,faraschandra@example.net,911828267316,"h.no. 94, saxena nagar
katihar 418163",tadepalligudem,285899,2024-08-18,premium,6,1583.56
1525480.0,1230061693.0,11616535,4.0,"it was okay, nothing special.",delivery,neutral,2023-06-15,vrinda bassi,faraschandra@example.net,911828267316,"h.no. 94, saxena nagar
katihar 418163",tadepalligudem,285899,2024-08-18,premium,6,1583.56
2965349.0,8269502930.0,11616535,4.0,"nothing to complain about, but nothing exceptional.",product quality,neutral,2024-06-01,vrinda bassi,faraschandra@example.net,911828267316,"h.no. 94, saxena nagar
katihar 418163",tadepalligudem,285899,2024-08-18,premium,6,1583.56
